scrapping_date,hotel_name,hotel_address,review_score,review_rating_category,customer_review_count,room_type_block,num_of_days_stayed,date_of_stay,traveller_type,review_score_badge,review_text_positive,review_text_negative,review_date
2022-12-10 07:31:05.092860,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
3 nights · 

May 2022

","
May 2022
","
Couple
", 7.0 ,the room was very spacious,the amount of washcloths and towels was very limited. I don't use the same rag to wash my ass and face with. That is DISGUSTING.,"
May 2022
"
2022-12-10 07:31:05.104994,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

May 2022

","
May 2022
","
Solo traveler
", 9.0 ,"Comfort, silence, very clean.","The location is a bit far from the city center, but the communication is good and easy. 
A breakfast is not provided and should be payed additionally.","
May 2022
"
2022-12-10 07:31:05.122725,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
2 nights · 

May 2022

","
May 2022
","
Couple
", 8.0 ,"Good location and value, not far from the center. The room is clean and the bed is comfortable. Staffs are nice!",N/A,"
May 2022
"
2022-12-10 07:31:05.135077,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Queen Room with Two Queen Beds
","
1 night · 

April 2022

","
April 2022
","
Group
", 8.0 ,very nice and out the way,so many things were expensive,"
April 2022
"
2022-12-10 07:31:05.150153,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
4 nights · 

April 2022

","
April 2022
","
Solo traveler
", 9.0 ,"The hotel is about a 5 min walk to Andrew T station . Check in was efficient and friendly. Bed was very comfortable. Good choice for breakfast with yoghurt, bagels , bread, pre made omelettes, cereal,  juice, tea and coffee (starbucks) with a nice lady overseeing it . Bed was comfortable. Hotel was quiet. They looked after my bag after checkout.","I don't have any complaints, would have been nice if the restaurant was had been open for evening meals which I probably would have had on the first night .","
April 2022
"
2022-12-10 07:31:05.162980,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Queen Room with Two Queen Beds
","
2 nights · 

May 2022

","
May 2022
","
Family
", 9.0 ,Our room was spacious and spotless. The service was excellent with very friendly and helpful staff members.,"The bar should have been open as advertised. It is not make sense to us as clearly Covid restrictions had been eased as none of the staff were wearing masks and breakfast was not ""brown bag"". It was a bit confusing and we would have enjoyed a drink in the evenings.","
May 2022
"
2022-12-10 07:31:07.311552,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

April 2022

","
April 2022
","
Solo traveler
", 8.0 ,staff are super nice,"The room could have been cleaner and Guests should get more water, two tiny bottles are not enough","
April 2022
"
2022-12-10 07:31:07.327143,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Deluxe King Room with Sofa Bed
","
2 nights · 

April 2022

","
April 2022
","
Solo traveler
", 8.0 ,Ease of use,Having to manually control all the lights.,"
April 2022
"
2022-12-10 07:31:07.342674,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

April 2022

","
April 2022
","
Solo traveler
", 9.0 ,Quiet room with a comfortable bed and short walk to the subway. Was able to check in 1.5 hours early. Wi-Fi worked great. Front desk very helpful and friendly. There are benches outside to take a phone call,N/A,"
April 2022
"
2022-12-10 07:31:07.359772,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
3 nights · 

April 2022

","
April 2022
","
Couple
", 9.0 ,"clean but tired rooms,
shuttle",breakfast,"
April 2022
"
2022-12-10 07:31:07.378769,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
3 nights · 

April 2022

","
April 2022
","
Couple
", 8.0 ,"- cosy and spacious rooms with comfy beds/matresses
- clean bathrooms
- daily cleaning, fresh towels and drinking water
- staff/room service really helpful (requests via phone has been provided properly)
- public transportation nearby 
- a lot of shops right next door
- free Bath amenities","BREAKFAST: It’s a shame! you pay hundreds of bucks for the stay and for breakfast you literally get a bunch of trash. Everything is packed in plastic. it’s low-quality convenience food (e.g. disgusting omelette with a cheesish mess in it…).
To be fair: we have a hiring crisis in hospitality and it’s nothing special to use plastic/paper plates and plastic utensils but when you pay this much money it’s unacceptable. 
We really did not enjoy the breakfast and we were shocked about the circumstances. 
We would appreciate if the hotel management take into account our feedback and adjust the breakfast.","
April 2022
"
2022-12-10 07:31:07.395252,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
4 nights · 

April 2022

","
April 2022
","
Family
", 9.0 ,exercise facility,a bit more variety for breakfast,"
April 2022
"
2022-12-10 07:31:07.412087,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
2 nights · 

April 2022

","
April 2022
","
Solo traveler
", 7.0 ,location and easy transit into Boston Downtown,Breakfast - very little to choose from - not even any bread for toast!,"
April 2022
"
2022-12-10 07:31:07.427792,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

April 2022

","
April 2022
","
Family
", 8.0 ,"Good value for the price. Subway it is 3/4 blocks away. Parking fee is $20. There is a commercial area just behind the hotel, homeless people around but we always felt safe. Staff was great.",N/A,"
April 2022
"
2022-12-10 07:31:07.441496,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
3 nights · 

April 2022

","
April 2022
","
Group
", 9.0 ,it was all as expected.,just incredible how much garbage is produced during the breakfast. even every single plastic cup is again wrapped in plastic. it‘s not an issue with this hotel specifically but in the US in general. nevertheless worth mentioning…,"
April 2022
"
2022-12-10 07:31:07.453856,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Queen Room with Two Queen Beds
","
2 nights · 

April 2022

","
April 2022
","
Family
", 9.0 ,"Great value for money! Very comfortable hotel with amazing staff that provided wonderful service. cute little breakfast, very nice gym, good laundromat and more gave a very enjoyable experience for a family of 4! the room was spacious enough to live comfortably and the city center is just 2 red lines stops away!","The breakfast is cute, but very basic- they have an omlette in a plastic bag- too synthetic in my opinion","
April 2022
"
2022-12-10 07:31:09.593904,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
2 nights · 

April 2022

","
April 2022
","
Family
", 8.0 ,"Free breakfast, big room and friendly staff.",We could here the elevator from our room. The parking was kind of expensive ($20/night).,"
April 2022
"
2022-12-10 07:31:09.612379,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

March 2022

","
March 2022
","
Family
", 9.0 ,Nice lady at the desk very helpful..clean room quiet and confortable,N/A,"
March 2022
"
2022-12-10 07:31:09.653037,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

March 2022

","
March 2022
","
Couple
", 9.0 ,great value,neighborhood is a little sketchy at night.,"
March 2022
"
2022-12-10 07:31:09.666704,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
2 nights · 

March 2022

","
March 2022
","
Family
", 8.0 ,location,no pen or paper in the room . no bread at breakfast,"
March 2022
"
2022-12-10 07:31:09.680345,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Deluxe King Room with Sofa Bed
","
3 nights · 

March 2022

","
March 2022
","
Solo traveler
", 9.0 ,The room was very confortable .,N/A,"
March 2022
"
2022-12-10 07:31:09.692378,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

February 2022

","
February 2022
","
Family
", 9.0 ,Te room smelled like cigarettes.,N/A,"
February 2022
"
2022-12-10 07:31:09.703998,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
4 nights · 

March 2022

","
March 2022
","
Solo traveler
", 8.0 ,Love the spacious room! Got everything I needed. The staff is helpful as well.,"The to-go breakfast is terrible. There is limited choice and among those choices, nothing tasted good at all. I only had their breakfast for the first day I stayed there. For the rest of my stay, I gave up and would rather eat somewhere else.","
March 2022
"
2022-12-10 07:31:09.716165,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
2 nights · 

March 2022

","
March 2022
","
Solo traveler
", 8.0 ,Convenient location handy for T subway station and not too far from the city centre. Generous and comfortable room. Economical compared to many other hotels in the area.,"The bistro was closed at the weekend, so no evening food service available. Given the hotel's location and lack of surrounding options that was something of a problem. Pre-packaged buffet breakfast was limited and generated a lot of rubbish.","
March 2022
"
2022-12-10 07:31:09.728685,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
2 nights · 

February 2022

","
February 2022
","
Group
", 7.0 ,"I like everything about the place it was nice, I liked the quiet hours too",i didn’t like that I got charged 40 dollars on the day I checked in but on the bill that 40 dollars never shows up. so I don’t know if that’s a system error or what that’s for but if it’s not on the bill and I’m trying to understand why I was charged that because the guy at the front desk who checked me in didn’t say I was getting charged the $40.,"
February 2022
"
2022-12-10 07:31:09.741571,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Deluxe King Room with Sofa Bed
","
2 nights · 

March 2022

","
March 2022
","
Group
", 7.0 ,Big room and bathroom.,"The breakfast wasn’t enough, not too much variety and staff not always present.","
March 2022
"
2022-12-10 07:31:11.879856,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
2 nights · 

March 2022

","
March 2022
","
Solo traveler
", 9.0 ,Quiet. Clean. Friendly staff.,"Bistro was closed due to Covid. Understandable but disappointing
No microwave in the room.","
March 2022
"
2022-12-10 07:31:11.901965,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
3 nights · 

February 2022

","
February 2022
","
Family
", 8.0 ,"COVID changes everything so breakfast was grab and go items but thankful they had something. 
Hotel was right next to a shopping center with Target CVS, Marshall's, etc. 
The room itself was comfortable and fairly quiet.","Parking lot right outside the hotel with permit costs $20/ night. 
Comforter smelled like B.O.","
February 2022
"
2022-12-10 07:31:11.917907,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

February 2022

","
February 2022
","
Couple
", 8.0 ,"The room was spacious, tastefully decorated, clean, and comfortanle",I was disappointed that the in-house restaurant and bar was closed.,"
February 2022
"
2022-12-10 07:31:11.934559,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
1 night · 

January 2022

","
January 2022
","
Couple
", 8.0 ,"Staff was friendly, everything appeared clean.","Our stay was comfortable, but the walls are very thin. We could easily hear the people in the room next to ours listening to music, chatting, etc.","
January 2022
"
2022-12-10 07:31:11.949679,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
King Room
","
3 nights · 

December 2021

","
December 2021
","
Couple
", 8.0 ,It was a five minute walk from metro and target. Nice view of city skyline. Quiet at night,Limited parking. Few options for to-go breakfast.,"
December 2021
"
2022-12-10 07:31:11.965925,Courtyard Boston-South Boston,"
63 R Boston Street, Dorchester, Boston, MA 02125, United States of America
",7.9,Good ,444 reviews,"
Queen Room with Two Queen Beds
","
1 night · 

December 2021

","
December 2021
","
Family
", 7.0 ,The bed had a very thin blanket on it. The bed creaked and the TV had a line down the middle. Also it was either to cold or to hot. It says breakfast is included but then was told they would have coffee and some muffins at the front desk. I understand covid but I've stayed at quite a few hotels after covid and they all have breakfast.,See above,"
December 2021
"
